ZONA,NomeZona,NumeroMuni,NomeMunici,NumDistrit,NomeDistri,Area_ha_2,indirect2,indirect,direct,d1cptm,d2cptm,d3cptm,Vol00_Vol00_sum,Vol05_Vol05_sum,Vol10_Vol10_sum,Vol15_Vol15_sum,Vol20_Vol20_sum,Vol95_Vol95_sum
179,USP Leste II,36,São Paulo,28,Ermelino Matarazzo,122.83,0,0,0,0,1,1,44493,45103,45706,51689,81253,44493
180,Ermelino Matarazzo,36,São Paulo,28,Ermelino Matarazzo,448.82,0,0,0,1,1,1,20928329,20965444,21002541,21070089,21227430,20889192
181,Parque Buturussu,36,São Paulo,28,Ermelino Matarazzo,371.83,0,0,0,0,0,1,19919325,19919325,19919325,19919343,19919434,19919325
182,Ponte Rasa,36,São Paulo,65,Ponte Rasa,365.36,0,0,0,0,0,1,18347116,18347116,18347116,18347116,18347116,18347116
183,Burgo Paulista,36,São Paulo,65,Ponte Rasa,291.63,0,0,0,0,0,1,13607966,13607966,13607966,13607966,13607966,13602328
184,Limoeiro,36,São Paulo,89,Vila Jacuí,143.33,0,0,0,0,0,1,7465268,7465268,7465268,7465268,7465268,7465268
185,Laranja da China,36,São Paulo,89,Vila Jacuí,131.72,0,0,0,0,0,1,7083441,7083441,7083441,7083441,7083441,7083441
186,Pedro José Nunes,36,São Paulo,89,Vila Jacuí,86.18,0,0,0,0,0,1,3875694,3878689,3881717,3884134,3884177,3875694
187,Parque Cruzeiro do Sul,36,São Paulo,89,Vila Jacuí,249.91,0,0,0,0,0,1,10840500,10863897,10887372,10906253,10906699,10539415
188,Vila Jacuí,36,São Paulo,89,Vila Jacuí,211.87,0,0,0,0,0,1,10158602,10162075,10165570,10168335,10168335,10158602
189,Parada XV,36,São Paulo,36,Itaquera,324.46,0,0,0,0,0,1,16841426,16862688,16883963,16900986,16900986,16832982
190,Itaquera,36,São Paulo,36,Itaquera,283.17,0,0,0,0,0,0,14705953,14723022,14740090,14758894,14784563,14642306
191,Arena Corinthians,36,São Paulo,36,Itaquera,140.29,0,0,0,0,0,0,4474260,4513028,4551786,4583273,4585930,4474260
192,Vila Campanela,36,São Paulo,36,Itaquera,230.53,0,0,0,0,0,0,12309870,12309870,12309870,12309870,12309870,12309870
193,Araucárias,36,São Paulo,36,Itaquera,129.58,0,0,0,0,0,0,7508049,7508049,7508049,7508049,7508049,7508049
194,Parque Guarani,36,São Paulo,36,Itaquera,126.45,0,0,0,0,0,0,7252858,7252858,7252858,7252858,7252858,7252858
195,Rio Verde,36,São Paulo,36,Itaquera,238.76,0,0,0,0,0,1,13113682,13113682,13113682,13113682,13113682,13113682
196,Saudade,36,São Paulo,76,São Miguel,207.28,0,0,0,0,0,1,9788652,9793614,9798585,9802544,9802544,9788652
197,São Miguel Paulista,36,São Paulo,76,São Miguel,302.65,0,0,0,0,0,1,9579556,9609764,9654995,9688784,9709538,9516914
198,Cidade Nitro-Operária,36,São Paulo,76,São Miguel,357.92,0,0,0,0,1,1,12820272,12824961,12829628,12837972,12861962,12820272
199,Jardim Helena,36,São Paulo,43,Jardim Helena,684.67,0,0,0,0,1,1,19308442,19512652,19766177,20003913,20295605,18536566
200,Jardim Romano,36,São Paulo,43,Jardim Helena,230.77,0,0,0,0,1,1,5836391,5883531,5933434,5977151,6008210,5704185
201,Vila Curuçá,36,São Paulo,86,Vila Curuçá,503.17,0,0,0,1,1,1,19855410,19881809,19908464,19942537,20006960,19794591
202,Jardim Robru,36,São Paulo,86,Vila Curuçá,449.19,0,0,0,0,0,1,20212384,20375727,20539056,20706036,20745304,19681365
203,Lajeado,36,São Paulo,47,Lajeado,276.95,0,0,0,0,0,1,12831467,12855940,12880468,12911345,12911345,12745071
204,Fábrica Bandeirantes,36,São Paulo,47,Lajeado,615.33,0,0,0,0,0,1,30066555,30350903,30635274,30887627,31012157,28756709
205,Fazenda Itaim,36,São Paulo,35,Itaim Paulista,462.24,0,0,0,0,0,1,22617111,23010329,23448785,23782430,23787159,21403942
206,Itaim Paulista,36,São Paulo,35,Itaim Paulista,302.19,0,0,0,0,1,1,13883559,13884436,13885301,13886204,13887280,13868135
207,Jardim das Oliveiras,36,São Paulo,35,Itaim Paulista,460.11,0,0,0,1,1,1,20791110,20817132,20843143,20863963,20863963,20635418
208,Vila Califórnia,36,São Paulo,20,Carrão,340.04,0,0,0,0,0,0,19970271,19972724,19975156,19977106,19977106,19970271
209,Vila Carrão,36,São Paulo,20,Carrão,440.28,0,0,0,0,0,0,17432829,17492310,17551845,17599769,17601880,17432763
210,Jardim Anália Franco,36,São Paulo,87,Vila Formosa,334.04,1,0,0,0,0,0,22295835,22327880,22359963,22426277,22599351,22278673
211,Vila Formosa,36,São Paulo,87,Vila Formosa,417.48,1,1,0,0,0,0,24887099,24901650,24916224,24927885,24928030,24887099
212,Barreira Grande,36,São Paulo,4,Aricanduva,280.1,0,0,0,0,0,0,13537094,13555426,13573754,13588853,13590971,13528269
213,Aricanduva,36,São Paulo,4,Aricanduva,406.17,0,0,0,0,0,0,19760322,19760322,19760322,19760322,19760322,19760322
214,Frei Mont'Alverne,36,São Paulo,93,Vila Matilde,225.2,0,0,0,0,0,0,11989113,11989113,11989113,11989113,11989113,11989113
215,Vila Matilde,36,São Paulo,93,Vila Matilde,330.17,0,0,0,0,0,0,17600288,17603962,17607624,17610576,17610576,17600288
216,Cidade Patriarca,36,São Paulo,93,Vila Matilde,336.5,0,0,0,0,0,0,16476487,16479041,16481585,16483628,16483628,16476487
217,Cidade A.E.Carvalho,36,São Paulo,5,Artur Alvim,265.77,0,0,0,0,0,0,12294520,12294520,12294520,12294520,12294520,12286560
218,Artur Alvim,36,São Paulo,5,Artur Alvim,387.27,0,0,0,0,0,0,20041910,20051576,20061182,20068857,20077274,20041910
219,Cidade Líder,36,São Paulo,24,Cidade Líder,347.51,0,0,0,0,0,0,18274864,18296712,18318478,18336141,18337159,18269977
220,Santa Marcelina,36,São Paulo,24,Cidade Líder,265.94,0,0,0,0,0,0,13419144,13483964,13548873,13605718,13630580,13362397
221,Parque Savoy,36,São Paulo,24,Cidade Líder,444.75,0,0,0,0,0,0,16869081,17043112,17217142,17469005,18034515,16757391
222,Vila Carmosina,36,São Paulo,58,Parque do Carmo,343.76,0,0,0,0,0,0,18583322,18746389,18909463,19043289,19060379,18516742
223,Fazenda Caguaçu,36,São Paulo,58,Parque do Carmo,439.53,0,0,0,0,0,0,9083678,9325576,9620435,10089152,10823598,8501389
224,Parque do Carmo,36,São Paulo,58,Parque do Carmo,777.43,0,0,0,0,0,0,574704,611739,664257,731444,862133,552992
225,Gleba do Pêssego,36,São Paulo,46,José Bonifácio,1028.47,0,0,0,0,0,0,10994648,12180177,13763016,15873940,18182570,8956879
226,José Bonifácio,36,São Paulo,46,José Bonifácio,416.53,0,0,0,0,0,0,20909529,20980767,21064043,21127855,21138162,20903148
227,Guaianases,36,São Paulo,31,Guaianases,472.34,0,0,0,0,0,0,21273322,21369849,21477719,21650420,21963731,21209309
228,Juscelino Kubitschek,36,São Paulo,31,Guaianases,418.82,0,0,0,0,0,0,13312960,13546268,13818673,14165288,14642162,12561245
229,Cidade Tiradentes,36,São Paulo,25,Cidade Tiradentes,953.59,0,0,0,0,0,0,29606525,30358000,31268123,32175996,33006269,27276491
230,Santa Etelvina,36,São Paulo,25,Cidade Tiradentes,541.3,0,0,0,0,0,0,15161564,15506558,15925836,16330442,16847284,12161750
231,Terceira Divisão,36,São Paulo,32,Iguatemi,1130.9,0,0,0,0,0,0,11991476,12910210,14075398,15558898,17732279,8123437
232,Iguatemi,36,São Paulo,32,Iguatemi,498.47,0,0,0,0,0,0,12852910,13882215,15115622,16709094,17585968,10474437
233,Sítio Carrãozinho,36,São Paulo,32,Iguatemi,323.28,0,0,0,0,0,0,14168768,14322140,14476081,14615900,14703459,9876868
234,Parque São Rafael,36,São Paulo,77,São Rafael,742.33,0,0,0,0,0,0,21497943,22209612,23146678,24107819,24728293,16097819
235,Rodolfo Pirani,36,São Paulo,77,São Rafael,566.04,0,0,0,0,0,0,26491721,26712416,26939234,27147223,27293998,24121501
236,Ipiranga,36,São Paulo,33,Ipiranga,91.94,1,1,0,0,0,0,7207036,7212103,7217191,7221241,7221241,7207036
237,Sacomã,36,São Paulo,33,Ipiranga,90.34,1,1,1,0,0,0,5663659,5663659,5663659,5663659,5663659,5663659
238,Alto do Ipiranga,36,São Paulo,33,Ipiranga,160.81,1,1,1,0,0,0,10024892,10024892,10024892,10024892,10024892,10024892
239,Vila São José,36,São Paulo,33,Ipiranga,177.55,1,1,0,0,0,0,10337236,10376892,10494186,10566110,10619424,10303161
240,Vila Monumento,36,São Paulo,33,Ipiranga,165.19,1,0,0,0,0,0,10735629,10759465,10783314,10802798,10830529,10735629
241,Vila Independência,36,São Paulo,33,Ipiranga,170.22,1,1,0,0,0,0,8832862,8832862,8832862,8832862,8832862,8832862
242,Vila Carioca,36,São Paulo,33,Ipiranga,249.11,1,1,1,0,0,0,9255127,9259904,9264702,9296228,9434819,9255127
243,Moinho Velho,36,São Paulo,69,Sacomã,347.41,1,1,0,0,0,0,19418729,19418801,19418873,19418916,19418916,19418729
244,Vila Heliópolis,36,São Paulo,69,Sacomã,232.81,1,1,0,0,0,0,10111166,10128186,10145190,10171838,10237133,10111166
245,São João Clímaco,36,São Paulo,69,Sacomã,198.15,1,0,0,0,0,0,9136994,9149902,9162827,9176599,9193673,9128517
246,Anchieta,36,São Paulo,69,Sacomã,217.08,1,0,0,0,0,0,11082995,11172979,11262975,11346082,11401417,11080359
247,Vila das Mercês,36,São Paulo,69,Sacomã,468.94,1,0,0,0,0,0,28436824,28734010,29033142,29281550,29329904,28366741
248,Parque do Estado,36,São Paulo,27,Cursino,445.41,1,0,0,0,0,0,138854,154403,175120,222650,410183,133382
249,Água Funda,36,São Paulo,27,Cursino,276.3,1,0,0,0,0,0,13872393,13882787,13893170,13912181,13965613,13839764
250,Jardim da Saúde,36,São Paulo,27,Cursino,182.94,1,1,0,0,0,0,12804122,12804122,12804122,12807442,12824132,12804122
251,Vila Gumercindo,36,São Paulo,27,Cursino,137.19,1,1,0,0,0,0,10291102,10292420,10293737,10294795,10294795,10291102
252,Jardim Previdência,36,São Paulo,27,Cursino,165.81,1,1,0,0,0,0,8828869,8832166,8835484,8838131,8838131,8828869
253,Tamanduateí,36,São Paulo,95,Vila Prudente,112.99,1,1,0,0,0,0,4022586,4023379,4024186,4027308,4039758,4022586
254,Orfanato,36,São Paulo,95,Vila Prudente,354.26,1,1,1,0,0,0,19903437,19916301,19929179,19939458,19939550,19903437
255,Vila Zelina,36,São Paulo,95,Vila Prudente,492.94,1,1,0,0,0,0,28396049,28406309,28416570,28427781,28443073,28396049
256,Linhas Corrente,36,São Paulo,74,São Lucas,251.81,1,1,1,0,0,0,12785142,12815056,12844972,12874649,12903362,12785142
257,Vila Ema,36,São Paulo,74,São Lucas,267.22,1,1,0,0,0,0,16067995,16067995,16067995,16067995,16067995,16067995
258,Parque São Lucas,36,São Paulo,74,São Lucas,449.68,1,0,0,0,0,0,24242745,24335643,24428501,24548718,24558545,24240843
259,Vila Cardoso Franco,36,São Paulo,78,Sapopemba,163.88,0,0,0,0,0,0,11380613,11381093,11381573,11381955,11381955,11375600
260,Parque Santa Madalena,36,São Paulo,78,Sapopemba,204.85,0,0,0,0,0,0,13606118,13606169,13606221,13606246,13606246,13603762
261,Jardim Colorado,36,São Paulo,78,Sapopemba,320.26,0,0,0,0,0,0,17494769,17495895,17497036,17497932,17497932,17431348
262,Teotônio Vilela,36,São Paulo,78,Sapopemba,346.33,0,0,0,0,0,0,19088092,19092255,19096473,19099812,19099812,19077960
263,Fazenda da Juta,36,São Paulo,78,Sapopemba,329.57,0,0,0,0,0,0,16555235,16656046,16756809,16867276,17016583,15259625
264,São Mateus,36,São Paulo,75,São Mateus,427.59,0,0,0,0,0,0,22094622,22101646,22108706,22114313,22114313,22094622
265,Cidade IV Centenário,36,São Paulo,75,São Mateus,332.58,0,0,0,0,0,0,15587612,15593091,15598560,15602925,15602925,15458899
266,Rio Claro,36,São Paulo,75,São Mateus,218.36,0,0,0,0,0,0,5943101,6012304,6081496,6151476,6235855,5885583
267,Cidade Satélite,36,São Paulo,75,São Mateus,300.48,0,0,0,0,0,0,13521592,13634736,13747843,13845375,13884041,12922313
268,Joaquim Nabuco,36,São Paulo,15,Campo Belo,198.44,1,1,0,0,0,0,11405045,11439878,11474732,11502603,11502603,11294558
269,Vieira de Moraes,36,São Paulo,15,Campo Belo,171.28,1,0,0,0,0,0,18511613,18562805,18614114,18655135,18655135,18511613
270,Campo Belo,36,São Paulo,15,Campo Belo,138.57,1,0,0,0,0,0,8262150,8265501,8268850,8271523,8271523,8262150
271,Congonhas,36,São Paulo,15,Campo Belo,179.42,1,0,0,0,0,0,4236611,4237920,4239245,4240411,4241023,4236447
272,Jardim Aeroporto,36,São Paulo,15,Campo Belo,198.55,1,0,0,0,0,0,12976009,12979511,12983013,12994666,13038903,12972039
273,Vila Santa Catarina,36,São Paulo,37,Jabaquara,325.71,0,0,0,0,0,0,24168102,24168231,24168375,24180770,24242351,24057484
274,Jabaquara,36,São Paulo,37,Jabaquara,288.72,0,0,0,0,0,0,18388313,18404681,18421089,18451012,18535063,18383655
275,Cidade Vargas,36,São Paulo,37,Jabaquara,347.45,0,0,0,0,0,0,16076093,16090091,16106401,16146054,16286568,16067495
276,Jardim Bom Clima,36,São Paulo,37,Jabaquara,445.92,0,0,0,0,0,0,27585616,27615786,27645987,27681797,27740176,27546317
277,Cupecê,36,São Paulo,22,Cidade Ademar,416.89,0,0,0,0,0,1,23723845,23760107,23796316,23828887,23846540,23723845
278,Jardim Miriam,36,São Paulo,22,Cidade Ademar,513.94,0,0,0,0,0,1,36733716,36757174,36780626,36801761,36813771,36727327
279,Vila Missionária,36,São Paulo,22,Cidade Ademar,295.4,0,0,0,0,0,1,19928392,19944467,19960541,19974561,19980306,19879198
280,Jurubatuba,36,São Paulo,16,Campo Grande,482.59,0,0,0,0,0,1,23804164,23973934,24148460,24350838,24697732,23776599
281,Vila São Pedro,36,São Paulo,16,Campo Grande,312.58,0,0,0,0,0,1,15012463,15174996,15337452,15577084,16128456,14854628
282,Campo Grande,36,São Paulo,16,Campo Grande,272.36,0,0,0,0,0,1,14827612,14895854,14964824,15021328,15029857,14786915
283,Vila Sabará,36,São Paulo,16,Campo Grande,234.56,0,0,0,0,1,1,4817175,4860587,4904014,4939662,4943739,4758675
284,Mar Paulista,36,São Paulo,59,Pedreira,548.66,0,0,0,0,1,1,17060107,17185328,17330655,17507234,17587586,16996515
285,Pedreira,36,São Paulo,59,Pedreira,1302.69,0,0,0,0,0,1,26351865,27545649,29085030,30681956,31488826,23694732
286,Vila Socorro,36,São Paulo,81,Socorro,293.26,0,0,0,0,0,1,10979660,10985082,10990522,11010485,11088690,10955769
287,Parque Interlagos,36,São Paulo,81,Socorro,935.66,0,0,0,0,1,1,20707303,20827572,20961317,21065932,21101468,20529507
288,Jardim Represa,36,São Paulo,23,Cidade Dutra,783.73,0,0,0,0,1,1,10189436,10373027,10586717,10784288,10901394,10143964
289,Rio Bonito,36,São Paulo,23,Cidade Dutra,495.82,0,0,0,0,1,1,17677700,17735261,17793103,17845636,17868193,17674236
290,SESC Interlagos,36,São Paulo,23,Cidade Dutra,736.48,0,0,0,1,1,1,17132540,17362625,17626869,17882116,17994151,17009051
291,Jardim Presidente,36,São Paulo,23,Cidade Dutra,762.54,0,0,0,1,1,1,24182826,24303836,24433275,24563470,24701264,23974094
292,Vila Natal,36,São Paulo,30,Grajaú,415.09,0,0,0,0,1,1,18114710,18230395,18356571,18459915,18509601,17851090
293,Grajaú,36,São Paulo,30,Grajaú,540.7,0,0,0,0,1,1,28975856,29120397,29265056,29413082,29589285,28921950
294,Cocaia,36,São Paulo,30,Grajaú,1093.33,0,0,0,0,0,1,22791969,23171615,23576801,23994439,24302141,21422247
295,Belmira Marin,36,São Paulo,30,Grajaú,1236.83,0,0,0,0,0,1,32323874,33326294,34490889,35719086,36035543,31102655
296,Bororé,36,São Paulo,30,Grajaú,5992.56,0,0,0,0,0,1,2472476,2970265,3711089,4475369,5152039,2165851
297,Jaceguava,36,São Paulo,56,Parelheiros,3512.69,0,0,0,0,0,1,1688568,1987177,2367496,2743057,3003541,1442029
298,Parelheiros,36,São Paulo,56,Parelheiros,11667.08,0,0,0,0,0,1,42839165,45035329,47639301,50338475,52278358,35150138
299,Marsilac,36,São Paulo,52,Marsilac,20795.96,0,0,0,0,0,0,680974,832925,1178179,1573907,2248166,491163
300,Granja Julieta,36,São Paulo,72,Santo Amaro,616.88,1,1,1,0,0,0,38004846,38197990,38392921,38585520,38745198,37963526
301,Chácara Flora,36,São Paulo,72,Santo Amaro,452.25,1,1,1,0,0,1,14220192,14781743,15465572,16200246,16932471,13866120
302,Santo Amaro,36,São Paulo,72,Santo Amaro,257.11,1,0,0,0,0,1,16764625,16993916,17225459,17464888,17706471,16709598
303,Vila Miranda,36,São Paulo,72,Santo Amaro,271.15,1,0,0,0,0,1,12887960,12974314,13060610,13213693,13225558,12840521
304,Jardim São Luís,36,São Paulo,45,Jardim São Luís,408.45,0,0,0,0,0,0,24786761,24846403,24906101,24958685,24983068,24771383
305,Centro Empresarial,36,São Paulo,45,Jardim São Luís,675.29,0,0,0,0,0,1,36769539,36945091,37120720,37318049,37542797,36431715
306,Guarapiranga,36,São Paulo,45,Jardim São Luís,1513.25,0,0,0,0,0,1,24512662,25166328,25965785,26693869,27084850,23843529
307,Jardim Capela,36,São Paulo,42,Jardim Ângela,2022.05,0,0,0,0,0,1,31651009,32807502,34151985,35444061,35823819,27093509
308,Riviera,36,São Paulo,42,Jardim Ângela,798.79,0,0,0,0,0,0,13842065,14165069,14566550,14938586,15216057,13665597
309,Jardim Turquesa,36,São Paulo,42,Jardim Ângela,282.87,0,0,0,0,0,0,20009868,20415148,20859893,21217799,21219129,18262594
310,Morro do Índio,36,São Paulo,42,Jardim Ângela,114.64,0,0,0,0,0,0,9261559,9261559,9261559,9261559,9261559,9256732
311,Jardim Ângela,36,São Paulo,42,Jardim Ângela,463.77,0,0,0,0,0,0,26482321,26843400,27312098,27776899,28036103,26181161
312,Capão Redondo,36,São Paulo,19,Capão Redondo,219.39,0,0,0,0,0,0,13145758,13148278,13150780,13158388,13186220,13034618
313,Jardim Sônia Ingá,36,São Paulo,19,Capão Redondo,105.38,0,0,0,0,0,0,7102284,7102284,7102284,7102284,7102284,7019370
314,Adventista,36,São Paulo,19,Capão Redondo,545.26,0,0,0,0,0,0,33176790,33345985,33518829,33656135,33658088,32528525
315,Parque Fernanda,36,São Paulo,19,Capão Redondo,512.27,0,0,0,0,0,0,34890630,35090143,35289766,35454637,35497386,34627387
316,Morumbi,36,São Paulo,55,Morumbi,271.46,1,1,0,0,0,0,15464806,15656617,15883141,16061986,16163814,15407744
317,Jóquei Clube,36,São Paulo,55,Morumbi,333.24,1,1,0,0,0,0,9297718,9591736,9885707,10205638,10353156,9268157
318,Fazenda Morumbi,36,São Paulo,55,Morumbi,320.73,1,0,0,0,0,0,16265223,16894390,17532322,18164134,18537527,15903220
319,Real Parque,36,São Paulo,55,Morumbi,223.42,1,0,0,0,0,0,10931176,11210580,11491897,11757294,11958554,10576014
320,Paraisópolis,36,São Paulo,85,Vila Andrade,361.95,0,0,0,0,0,0,11814839,12545033,13557492,14602847,15116382,11005034
321,Jardim Vitória Régia,36,São Paulo,85,Vila Andrade,370.18,0,0,0,0,0,0,10223185,11486344,12866169,14523423,16925430,9405118
322,Vila Suzana,36,São Paulo,85,Vila Andrade,300.5,0,0,0,0,0,0,14894162,16260863,17772220,19340436,20779503,14058073
323,Parque Arariba,36,São Paulo,17,Campo Limpo,346.59,0,0,0,0,0,0,22944196,23231561,23583204,23917700,24334820,22719895
324,Jardim Mitsutani,36,São Paulo,17,Campo Limpo,349.31,0,0,0,0,0,0,22336492,22426331,22516095,22639507,22896925,22286214
325,Pirajussara,36,São Paulo,17,Campo Limpo,270.05,0,0,0,0,0,0,14562146,14720917,14879632,15038557,15181694,14519154
326,Jardim Umarizal,36,São Paulo,17,Campo Limpo,294.91,0,0,0,0,0,0,18375877,18681203,18986535,19256862,19386773,18049339
327,Portal do Morumbi,36,São Paulo,96,Vila Sônia,151.43,0,0,0,0,0,0,5213452,5534352,5914725,6298672,7027707,5000132
328,Jardim Jussara,36,São Paulo,96,Vila Sônia,231.55,0,0,0,0,0,0,11582889,11731568,11880219,12192043,12243140,11550248
329,Vila Sônia,36,São Paulo,96,Vila Sônia,348.44,0,0,0,0,0,0,20969028,21079676,21190299,21287383,21329935,20917190
330,Jardim Maria do Carmo,36,São Paulo,96,Vila Sônia,277.55,0,0,0,0,0,0,15623359,15936876,16252256,16550675,16824721,15320859
331,Jardim Cambará,36,São Paulo,66,Raposo Tavares,480.2,0,0,0,0,0,0,15803431,15939258,16080956,16343849,16711651,15337077
332,Jardim João XXIII,36,São Paulo,66,Raposo Tavares,467.65,0,0,0,0,0,0,16798641,17064590,17346973,17733981,17938006,16565427
333,Raposo Tavares,36,São Paulo,66,Raposo Tavares,271.34,0,0,0,0,0,0,7137880,7256363,7376254,7518815,7781488,6992396
334,Rio Pequeno,36,São Paulo,68,Rio Pequeno,245.75,0,0,0,0,0,0,14635880,14643081,14650280,14662567,14697951,14634706
335,Jardim Ester Yolanda,36,São Paulo,68,Rio Pequeno,264.93,0,0,0,0,0,0,15204370,15296803,15389282,15463384,15464152,15186139
336,Jardim Adalgiza,36,São Paulo,68,Rio Pequeno,467.13,0,0,0,0,0,0,22187713,22518422,22848870,23180121,23535305,21625912
337,Parque Continental,36,São Paulo,40,Jaguaré,226.38,0,0,0,0,0,0,12899689,12940081,12980438,13012887,13013762,12880252
338,Jaguaré,36,São Paulo,40,Jaguaré,430.44,0,0,0,0,0,0,20804605,20835194,20865767,20899669,20951420,20719569
339,Cidade Universitária,36,São Paulo,12,Butantã,584.56,1,1,0,0,0,0,10150698,10503307,10931346,11334635,11674557,10098120
340,Butantã,36,São Paulo,12,Butantã,207.11,1,1,1,0,0,0,8942563,8953108,8963617,8973845,8982668,8942563
341,Jardim Caxingui,36,São Paulo,12,Butantã,180.08,1,1,0,0,0,0,7440370,7452782,7465249,7488329,7559658,7440370
342,Jardim Bonfiglioli,36,São Paulo,12,Butantã,319.97,1,0,0,0,0,0,21150270,21222422,21294606,21389209,21573119,21149948
343,Melhoramentos,4,Caieiras,100,Caieiras,2875.06,0,0,0,0,0,1,351184,608943,1007184,1496740,2515942,182478
344,Caieiras,4,Caieiras,100,Caieiras,1990.04,0,0,0,0,0,1,21473010,22929226,24739555,26903426,28573886,19724329
345,Serpa,4,Caieiras,100,Caieiras,691.49,0,0,0,0,0,0,22740435,23352546,24003418,24627515,25196541,19707649
346,Santa Inês,4,Caieiras,100,Caieiras,4080.68,0,0,0,0,0,1,815711,979923,1235343,1515985,1775469,673227
347,Cajamar,5,Cajamar,101,Cajamar,4855.8,0,0,0,0,0,0,31332194,36080808,44554533,53631244,57319727,26536164
348,Jordanésia,5,Cajamar,101,Cajamar,8307.85,0,0,0,0,0,0,250238,724348,1734085,4028191,6304437,197006
349,Cristais,13,Franco da Rocha,109,Franco da Rocha,4251.83,0,0,0,0,0,0,362464,443641,570557,742217,1116030,220743
